,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Month,Year,VWAP,Day_Perc_Change,Trend
123,INFRATEL,EQ,09-Nov-2017,435.15,438.45,443.45,424.45,428.0,429.2,438.37,4969389,2178440075.55,71767,3556635,71.57,11,2017,404.15455023348056,-0.013673445938182205,Slight or No change
124,INFRATEL,EQ,10-Nov-2017,429.2,423.85,432.6,421.7,426.8,426.75,426.98,3348288,1429643020.4,84433,2203207,65.8,11,2017,404.3604131739441,-0.00570829450139787,Slight or No change
125,INFRATEL,EQ,13-Nov-2017,426.75,429.4,429.4,405.25,413.0,415.5,420.14,3422752,1438036106.75,85426,2102888,61.44,11,2017,404.4632036404951,-0.026362038664323406,Slight or No change
126,INFRATEL,EQ,14-Nov-2017,415.5,406.0,406.4,391.5,394.75,396.95,400.44,131335426,52591607669.2,127738,87880418,66.91,11,2017,402.4986044043673,-0.04464500601684718,Slight or No change
127,INFRATEL,EQ,15-Nov-2017,396.95,396.0,399.4,375.15,380.4,377.65,388.58,3278094,1273817333.25,56268,1503317,45.86,11,2017,402.337478613107,-0.04862073308980985,Slight or No change
128,INFRATEL,EQ,16-Nov-2017,377.65,381.1,392.5,380.35,385.85,384.65,387.25,5469875,2118186538.3,90051,2751195,50.3,11,2017,402.1481521816204,0.01853568118628357,Slight or No change
129,INFRATEL,EQ,17-Nov-2017,384.65,387.45,388.8,376.55,380.55,380.15,381.59,3328012,1269943827.15,87704,1884632,56.63,11,2017,402.00581452884165,-0.011698947094761492,Slight or No change
130,INFRATEL,EQ,20-Nov-2017,380.15,385.4,392.9,381.7,383.55,383.7,386.29,6432184,2484692534.45,119105,4171891,64.86,11,2017,401.77971546464545,0.009338419045113788,Slight or No change
131,INFRATEL,EQ,21-Nov-2017,383.7,386.4,386.95,381.0,382.65,383.55,383.37,3626367,1390222929.85,92107,2528858,69.74,11,2017,401.6536520128334,-0.0003909304143862036,Slight or No change
132,INFRATEL,EQ,22-Nov-2017,383.55,385.8,385.8,373.6,378.0,376.45,377.19,5752823,2169919139.5,140607,3942396,68.53,11,2017,401.3801606348426,-0.01851127623517146,Slight or No change
133,INFRATEL,EQ,23-Nov-2017,376.45,381.15,386.4,373.1,375.4,374.6,380.23,4561646,1734465489.45,90510,2285646,50.11,11,2017,401.1516991209922,-0.0049143312524903005,Slight or No change
134,INFRATEL,EQ,24-Nov-2017,374.6,378.0,382.0,376.4,381.0,380.8,379.62,2487171,944177709.6,87082,1198406,48.18,11,2017,401.0574734547673,0.016550987720234778,Slight or No change
135,INFRATEL,EQ,27-Nov-2017,380.8,381.25,387.7,378.4,385.95,386.6,384.67,2416421,929527576.15,84775,1206564,49.93,11,2017,400.9927325514417,0.015231092436974736,Slight or No change
136,INFRATEL,EQ,28-Nov-2017,386.6,383.15,387.35,376.05,376.8,377.85,382.1,4127842,1577233964.95,96678,2379204,57.64,11,2017,400.81704461993263,-0.022633212622865995,Slight or No change
137,INFRATEL,EQ,29-Nov-2017,377.85,376.8,384.9,376.45,383.65,384.15,381.52,6010951,2293304793.6,96424,4356517,72.48,11,2017,400.6348098025101,0.016673283048828758,Slight or No change
138,INFRATEL,EQ,30-Nov-2017,384.15,385.0,387.9,380.6,384.5,383.7,384.12,12955743,4976516194.3,99424,10603295,81.84,11,2017,400.2449071156368,-0.0011714174150722068,Slight or No change
139,INFRATEL,EQ,01-Dec-2017,383.7,387.0,388.4,382.85,385.0,385.95,385.62,3519059,1357011953.75,59594,2098700,59.64,12,2017,400.15606600959904,0.005863956215793609,Slight or No change
140,INFRATEL,EQ,04-Dec-2017,385.95,386.0,388.45,375.1,375.9,376.5,379.59,1423770,540444213.3,30206,638964,44.88,12,2017,400.09673280799154,-0.024485036921881087,Slight or No change
141,INFRATEL,EQ,05-Dec-2017,376.5,374.15,380.45,371.25,378.0,378.55,375.91,2141034,804841795.0,57335,910914,42.55,12,2017,400.0157700193454,0.0054448871181940195,Slight or No change
142,INFRATEL,EQ,06-Dec-2017,378.55,378.25,378.25,366.5,367.15,370.35,373.0,2172920,810501709.35,91703,1442965,66.41,12,2017,399.9030692716724,-0.021661603486989756,Slight or No change
143,INFRATEL,EQ,07-Dec-2017,370.35,367.6,384.9,367.15,382.1,382.35,375.32,1768073,663598370.1,60527,917221,51.88,12,2017,399.8489763709243,0.032401782098015364,Slight or No change
144,INFRATEL,EQ,08-Dec-2017,382.35,380.05,381.55,372.35,373.65,373.7,374.91,3146713,1179722986.85,63589,1878017,59.68,12,2017,399.7063422530971,-0.02262325094808426,Slight or No change
145,INFRATEL,EQ,11-Dec-2017,373.7,377.0,377.9,367.2,368.1,368.05,370.36,3031658,1122790689.2,66747,1786271,58.92,12,2017,399.5408505628565,-0.015119079475515051,Slight or No change
146,INFRATEL,EQ,12-Dec-2017,368.05,369.0,369.0,354.25,355.95,355.4,358.44,3321358,1190509622.55,80441,1942695,58.49,12,2017,399.2894817500401,-0.03437033011819057,Slight or No change
147,INFRATEL,EQ,13-Dec-2017,355.4,357.5,362.9,355.15,357.6,357.7,359.57,2362236,849387901.5,61461,1142263,48.36,12,2017,399.1217148170451,0.006471581316826125,Slight or No change
148,INFRATEL,EQ,14-Dec-2017,357.7,358.2,362.9,355.1,358.4,356.65,358.4,2052442,735590263.5,42154,1000108,48.73,12,2017,398.9733773760069,-0.0029354207436399493,Slight or No change
149,INFRATEL,EQ,15-Dec-2017,356.65,358.05,361.45,353.3,354.25,354.5,355.56,2416817,859312819.1,86797,1410703,58.37,12,2017,398.79122219636923,-0.006028319080330746,Slight or No change
150,INFRATEL,EQ,18-Dec-2017,354.5,353.75,361.9,347.1,358.3,357.75,356.41,2963083,1056066756.3,60644,1561115,52.69,12,2017,398.58615964522204,0.009167842031029716,Slight or No change
151,INFRATEL,EQ,19-Dec-2017,357.75,357.5,363.9,357.5,361.8,362.5,361.44,1737412,627977617.75,48903,972052,55.95,12,2017,398.4807463866343,0.01327742837176804,Slight or No change
152,INFRATEL,EQ,20-Dec-2017,362.5,362.5,366.7,362.5,363.05,364.25,364.6,2111646,769904877.55,60137,1344241,63.66,12,2017,398.3596447350898,0.004827586206896495,Slight or No change
153,INFRATEL,EQ,21-Dec-2017,364.25,364.95,365.85,360.25,361.0,361.6,362.93,1507477,547113991.05,77871,971759,64.46,12,2017,398.2670387373719,-0.007275223061084413,Slight or No change
154,INFRATEL,EQ,22-Dec-2017,361.6,361.25,365.35,358.75,364.0,363.95,362.12,2856053,1034228530.35,93015,2008069,70.31,12,2017,398.10402460221536,0.006498893805309658,Slight or No change
155,INFRATEL,EQ,26-Dec-2017,363.95,363.0,370.5,362.65,368.5,369.6,367.59,1649408,606306674.45,22806,888999,53.9,12,2017,398.0260427227646,0.015524110454732787,Slight or No change
156,INFRATEL,EQ,27-Dec-2017,369.6,369.5,371.0,365.25,366.0,367.5,368.87,1199421,442436050.15,34655,549539,45.82,12,2017,397.96543353998555,-0.005681818181818232,Slight or No change
157,INFRATEL,EQ,28-Dec-2017,367.5,367.5,371.8,364.5,367.0,368.15,369.06,4295438,1585259102.55,60611,3403264,79.23,12,2017,397.7549259755446,0.0017687074829930705,Slight or No change
158,INFRATEL,EQ,29-Dec-2017,368.15,369.7,380.55,367.1,379.15,378.75,376.42,4216334,1587128761.85,55134,2379062,56.42,12,2017,397.6241220168504,0.028792611707184612,Slight or No change
159,INFRATEL,EQ,01-Jan-2018,378.75,379.9,379.9,368.35,369.95,369.95,371.52,1788442,664446707.1,19164,650150,36.35,1,2018,397.54356518539663,-0.023234323432343218,Slight or No change
160,INFRATEL,EQ,02-Jan-2018,369.95,371.0,380.0,370.1,378.65,378.8,377.43,4093118,1544847563.25,76984,2054076,50.18,1,2018,397.4195209937957,0.023922151642113754,Slight or No change
161,INFRATEL,EQ,03-Jan-2018,378.8,379.7,383.45,376.45,379.0,378.65,379.56,2009516,762741794.2,51526,1119084,55.69,1,2018,397.3587346738654,-0.00039598732840562256,Slight or No change
162,INFRATEL,EQ,04-Jan-2018,378.65,381.8,381.8,377.25,378.25,379.05,379.19,4247055,1610427903.35,49282,3386897,79.75,1,2018,397.23427032887537,0.0010563845239668357,Slight or No change
163,INFRATEL,EQ,05-Jan-2018,379.05,381.45,381.45,371.5,372.4,372.6,377.01,1576172,594235774.45,42346,1017185,64.54,1,2018,397.17227660204827,-0.017016224772457456,Slight or No change
164,INFRATEL,EQ,08-Jan-2018,372.6,372.6,376.45,372.05,373.55,374.4,374.4,1754188,656775481.35,53264,1034505,58.97,1,2018,397.10867437062166,0.004830917874395935,Slight or No change
165,INFRATEL,EQ,09-Jan-2018,374.4,370.15,376.85,367.2,368.45,368.4,371.11,1659015,615683529.9,72276,1025486,61.81,1,2018,397.03304202491495,-0.01602564102564108,Slight or No change
166,INFRATEL,EQ,10-Jan-2018,368.4,368.5,373.0,364.6,370.85,370.8,367.63,4204087,1545564880.0,89025,3180317,75.65,1,2018,396.8590718674934,0.006514657980456029,Slight or No change
167,INFRATEL,EQ,11-Jan-2018,370.8,371.0,371.75,363.9,370.35,367.75,366.92,2373477,870870853.0,84726,1502157,63.29,1,2018,396.75049312265986,-0.008225458468176905,Slight or No change
168,INFRATEL,EQ,12-Jan-2018,367.75,364.05,376.95,364.05,374.9,374.8,370.93,2834284,1051324404.1,106929,1703598,60.11,1,2018,396.653153666441,0.019170632222977657,Slight or No change
169,INFRATEL,EQ,15-Jan-2018,374.8,374.5,378.5,369.0,370.7,370.5,374.32,1038566,388760392.0,40971,510485,49.15,1,2018,396.61072549556866,-0.011472785485592385,Slight or No change
170,INFRATEL,EQ,16-Jan-2018,370.5,373.45,375.35,366.15,368.05,367.95,370.21,1797985,665634426.2,52110,1085064,60.35,1,2018,396.5304558475798,-0.006882591093117396,Slight or No change
171,INFRATEL,EQ,17-Jan-2018,367.95,365.0,373.2,360.85,368.35,366.1,366.89,2996802,1099485795.85,77914,1566625,52.28,1,2018,396.38906476221604,-0.005027857045794226,Slight or No change
172,INFRATEL,EQ,18-Jan-2018,366.1,365.0,365.05,342.25,344.15,343.8,350.23,4256014,1490598205.85,96458,1802755,42.36,1,2018,396.0443200217085,-0.06091231903851413,Slight or No change
173,INFRATEL,EQ,19-Jan-2018,343.8,346.0,348.55,339.25,346.9,346.05,343.63,7653870,2630111706.65,102221,5696113,74.42,1,2018,395.46179992937243,0.00654450261780104,Slight or No change
174,INFRATEL,EQ,22-Jan-2018,346.05,344.5,349.0,339.8,342.6,343.5,344.36,6688121,2303135499.35,67185,5416910,80.99,1,2018,394.9380812738835,-0.007368877329865686,Slight or No change
175,INFRATEL,EQ,23-Jan-2018,343.5,344.4,345.5,337.85,338.8,339.4,341.71,5668180,1936874225.25,110373,4565812,80.55,1,2018,394.4676996956351,-0.011935953420669665,Slight or No change
176,INFRATEL,EQ,24-Jan-2018,339.4,339.0,345.85,338.45,342.65,342.3,341.79,4933761,1686316849.15,85968,3424371,69.41,1,2018,394.085926303706,0.00854449027695936,Slight or No change
177,INFRATEL,EQ,25-Jan-2018,342.3,342.1,348.8,340.55,343.75,343.45,344.98,4683283,1615656788.4,105231,3442791,73.51,1,2018,393.7366021982867,0.0033596260590125215,Slight or No change
178,INFRATEL,EQ,29-Jan-2018,343.45,343.0,355.65,340.5,352.4,353.4,347.36,4249433,1476089893.6,98510,3074845,72.36,1,2018,393.48567968294356,0.02897073809870432,Slight or No change
179,INFRATEL,EQ,30-Jan-2018,353.4,352.2,354.6,342.1,345.0,344.45,347.12,3724844,1292978389.7,75840,2392029,64.22,1,2018,393.21974930786865,-0.025325410299943396,Slight or No change
180,INFRATEL,EQ,31-Jan-2018,344.45,345.0,353.95,343.2,352.0,351.55,346.84,3997015,1386330971.5,70972,3041037,76.08,1,2018,392.97865648306527,0.020612570764987792,Slight or No change
181,INFRATEL,EQ,01-Feb-2018,351.55,352.0,354.0,343.5,346.85,346.85,346.78,3045857,1056233464.05,69565,2084985,68.45,2,2018,392.776169386679,-0.013369364244061988,Slight or No change
182,INFRATEL,EQ,02-Feb-2018,346.85,342.0,349.6,341.8,346.0,344.85,345.25,4467011,1542254860.25,94373,3257629,72.93,2,2018,392.46960630039126,-0.005766181346403387,Slight or No change
183,INFRATEL,EQ,05-Feb-2018,344.85,336.0,354.1,330.05,349.9,349.0,344.1,2690533,925810167.6,65768,1366255,50.78,2,2018,392.3027724606181,0.012034217775844569,Slight or No change
184,INFRATEL,EQ,06-Feb-2018,349.0,339.4,349.2,328.15,347.0,344.95,343.75,1662550,571501178.25,47009,852607,51.28,2,2018,392.1907380317344,-0.011604584527220685,Slight or No change
185,INFRATEL,EQ,07-Feb-2018,344.95,348.05,353.9,336.15,339.0,338.55,345.15,3376135,1165282005.55,88844,2149034,63.65,2,2018,391.9342516323372,-0.01855341353819384,Slight or No change
186,INFRATEL,EQ,08-Feb-2018,338.55,341.0,351.95,340.0,350.3,349.2,346.33,1436457,497488838.15,45615,703298,48.96,2,2018,391.8474883683625,0.03145768719539199,Slight or No change
187,INFRATEL,EQ,09-Feb-2018,349.2,342.9,349.15,339.05,342.45,341.5,341.65,3050243,1042130390.0,41250,2334336,76.53,2,2018,391.6313603471117,-0.02205040091638022,Slight or No change
188,INFRATEL,EQ,12-Feb-2018,341.5,345.4,346.15,336.25,337.15,338.25,339.35,3252157,1103628583.15,58251,2193399,67.44,2,2018,391.3881529466833,-0.009516837481698404,Slight or No change
189,INFRATEL,EQ,14-Feb-2018,338.25,339.55,340.4,325.25,327.85,327.4,327.58,7362307,2411754962.85,111638,5332987,72.44,2,2018,390.7349129818528,-0.03207686622320771,Slight or No change
190,INFRATEL,EQ,15-Feb-2018,327.4,329.1,336.9,327.25,331.7,331.05,332.91,3526872,1174113354.85,53509,1684109,47.75,2,2018,390.44444732358187,0.01114844227244971,Slight or No change
191,INFRATEL,EQ,16-Feb-2018,331.05,334.4,334.4,322.55,328.5,327.55,327.78,2397216,785748603.25,47207,1384460,57.75,2,2018,390.23708694058,-0.010572421084428352,Slight or No change
192,INFRATEL,EQ,19-Feb-2018,327.55,330.85,333.4,325.1,331.85,329.85,329.53,2593948,854789925.25,54614,1259000,48.54,2,2018,390.0224200539021,0.007021828728438484,Slight or No change
193,INFRATEL,EQ,20-Feb-2018,329.85,332.0,335.75,322.7,334.45,334.0,330.25,2348949,775749609.1,60714,1281998,54.58,2,2018,389.84265743892365,0.012581476428679572,Slight or No change
194,INFRATEL,EQ,21-Feb-2018,334.0,334.9,339.5,332.5,338.5,338.05,336.59,2192907,738118806.55,72809,1368031,62.38,2,2018,389.6879706215926,0.012125748502993972,Slight or No change
195,INFRATEL,EQ,22-Feb-2018,338.05,335.0,338.05,330.0,332.4,333.85,332.48,8407719,2795404926.4,83640,5868790,69.8,2,2018,389.05580938023724,-0.012424197603904674,Slight or No change
196,INFRATEL,EQ,23-Feb-2018,333.85,332.1,344.4,330.05,340.2,340.4,338.13,3108532,1051088470.5,82127,1969141,63.35,2,2018,388.85299626696724,0.019619589636064028,Slight or No change
197,INFRATEL,EQ,26-Feb-2018,340.4,344.75,348.0,335.9,344.55,344.45,344.41,11037220,3801283497.3,63063,9576519,86.77,2,2018,388.205410272628,0.011897767332549991,Slight or No change
198,INFRATEL,EQ,27-Feb-2018,344.45,346.9,349.35,339.95,340.1,344.8,343.69,6738482,2315973432.6,74819,5882496,87.3,2,2018,387.82233727107666,0.0010161126433445578,Slight or No change
199,INFRATEL,EQ,28-Feb-2018,344.8,340.0,351.4,338.9,345.0,346.7,346.25,41050485,14213567748.05,155838,26336873,64.16,2,2018,385.72422746591303,0.005510440835266861,Slight or No change
200,INFRATEL,EQ,01-Mar-2018,346.7,348.0,352.2,342.25,345.0,345.2,345.68,3367869,1164211541.25,43631,2419995,71.86,3,2018,385.55530479008485,-0.004326507066628182,Slight or No change
201,INFRATEL,EQ,05-Mar-2018,345.2,342.5,342.5,335.0,335.8,339.15,338.66,2294182,776950220.7,57903,1391466,60.65,3,2018,385.42390881205904,-0.017526071842410285,Slight or No change
202,INFRATEL,EQ,06-Mar-2018,339.15,339.8,340.45,328.8,332.1,331.95,332.18,10597788,3520347200.55,136703,8633353,81.46,3,2018,384.73350994805037,-0.02122954444935865,Slight or No change
203,INFRATEL,EQ,07-Mar-2018,331.95,331.0,336.6,327.65,329.3,329.45,333.53,10039533,3348516335.85,77287,8311923,82.79,3,2018,384.0655160997643,-0.007531254707034196,Slight or No change
204,INFRATEL,EQ,08-Mar-2018,329.45,331.0,344.45,324.5,328.6,331.2,334.2,7186625,2401745484.1,90868,4033498,56.13,3,2018,383.61217974478177,0.005311883442100429,Slight or No change
205,INFRATEL,EQ,09-Mar-2018,331.2,332.0,338.1,328.85,332.6,333.15,333.89,5488752,1832625172.5,92318,3781108,68.89,3,2018,383.2838368371131,0.005887681159420177,Slight or No change
206,INFRATEL,EQ,12-Mar-2018,333.15,335.5,343.6,332.65,337.0,339.5,336.53,6680146,2248090155.3,35637,5485175,82.11,3,2018,382.93983391175743,0.019060483265796346,Slight or No change
207,INFRATEL,EQ,13-Mar-2018,339.5,336.0,350.0,336.0,348.5,349.0,346.23,2491061,862488821.8,61422,1411834,56.68,3,2018,382.84068547331833,0.027982326951399017,Slight or No change
208,INFRATEL,EQ,14-Mar-2018,349.0,345.9,346.7,337.55,338.25,339.15,340.39,2244680,764056899.1,69156,1229766,54.79,3,2018,382.725977560115,-0.028223495702005774,Slight or No change
209,INFRATEL,EQ,15-Mar-2018,339.15,340.0,344.85,336.25,337.0,337.9,340.77,1354562,461596092.45,36242,638055,47.1,3,2018,382.6550702167381,-0.0036856848002359,Slight or No change
210,INFRATEL,EQ,16-Mar-2018,337.9,339.0,343.4,332.5,336.05,334.45,337.17,3780358,1274637921.05,59698,2470338,65.35,3,2018,382.4431974337501,-0.01021012133767385,Slight or No change
211,INFRATEL,EQ,19-Mar-2018,334.45,334.95,337.15,320.05,327.5,325.35,328.47,2261162,742712893.95,61620,1293945,57.22,3,2018,382.29349621755443,-0.027208850351322922,Slight or No change
212,INFRATEL,EQ,20-Mar-2018,325.35,325.0,343.95,323.45,341.5,341.9,338.8,5524750,1871759502.55,145087,2455884,44.45,3,2018,382.0363619724095,0.05086829568157358,Slight or No change
213,INFRATEL,EQ,21-Mar-2018,341.9,345.8,345.8,336.3,337.0,337.15,338.96,2825185,957630822.9,73000,1514089,53.59,3,2018,381.89072028305236,-0.01389295115530853,Slight or No change
214,INFRATEL,EQ,22-Mar-2018,337.15,337.4,344.45,330.9,335.0,335.2,337.4,2264722,764109423.35,49863,1262762,55.76,3,2018,381.7695930628215,-0.0057837757674624735,Slight or No change
215,INFRATEL,EQ,23-Mar-2018,335.2,330.0,344.9,329.0,342.5,342.5,338.68,2991192,1013061909.95,55051,1373906,45.93,3,2018,381.6354984169081,0.021778042959427202,Slight or No change
216,INFRATEL,EQ,26-Mar-2018,342.5,340.0,346.3,339.15,344.0,343.95,343.85,1353062,465251906.7,49568,609070,45.01,3,2018,381.57737750840073,0.004233576642335812,Slight or No change
217,INFRATEL,EQ,27-Mar-2018,343.95,346.7,346.7,332.75,337.0,336.55,336.08,3190225,1072164832.15,93943,1899976,59.56,3,2018,381.4142369167928,-0.02151475505160627,Slight or No change
218,INFRATEL,EQ,28-Mar-2018,336.55,337.5,342.0,331.05,335.25,336.15,335.87,7045038,2366196063.3,113924,5651329,80.22,3,2018,381.05494981976767,-0.0011885306789481964,Slight or No change
219,INFRATEL,EQ,02-Apr-2018,336.15,336.0,344.4,335.9,339.2,337.65,341.1,1643242,560513348.8,83986,948341,57.71,4,2018,380.9747375981187,0.004462293618920032,Slight or No change
220,INFRATEL,EQ,03-Apr-2018,337.65,336.5,342.3,334.5,339.0,339.15,338.9,1165314,394927186.2,38084,566171,48.59,4,2018,380.91999729834964,0.004442470013327426,Slight or No change
221,INFRATEL,EQ,04-Apr-2018,339.15,337.0,338.95,335.0,336.8,336.95,336.95,1385801,466940783.95,48971,959402,69.23,4,2018,380.8516670711621,-0.006486805248415162,Slight or No change
222,INFRATEL,EQ,05-Apr-2018,336.95,337.55,340.5,330.25,338.6,338.05,335.36,3807792,1276962931.75,57875,2696547,70.82,4,2018,380.66968065868804,0.003264579314438354,Slight or No change
223,INFRATEL,EQ,06-Apr-2018,338.05,338.0,342.85,335.35,338.0,338.0,338.77,5575268,1888711983.55,57670,4912239,88.11,4,2018,380.40568614268886,-0.00014790711433221304,Slight or No change
224,INFRATEL,EQ,09-Apr-2018,338.0,338.0,340.2,336.25,338.2,337.2,338.11,5696918,1926167423.35,54266,5224314,91.7,4,2018,380.13425873326065,-0.002366863905325478,Slight or No change
225,INFRATEL,EQ,10-Apr-2018,337.2,339.0,341.0,332.1,336.05,335.45,337.15,3470927,1170229755.65,44990,2730842,78.68,4,2018,379.9638806361387,-0.005189798339264584,Slight or No change
226,INFRATEL,EQ,11-Apr-2018,335.45,336.05,339.9,335.55,337.5,337.45,337.61,3468729,1171091256.25,19240,2970928,85.65,4,2018,379.80249565948225,0.005962140408406702,Slight or No change
227,INFRATEL,EQ,12-Apr-2018,337.45,339.2,341.55,335.95,341.0,340.7,338.41,2136706,723088692.8,32375,1631780,76.37,4,2018,379.7112742267281,0.009631056452807929,Slight or No change
228,INFRATEL,EQ,13-Apr-2018,340.7,341.0,348.45,336.9,339.9,339.7,343.98,2358332,811214220.2,36305,1226442,52.0,4,2018,379.6085156307237,-0.0029351335485764407,Slight or No change
229,INFRATEL,EQ,16-Apr-2018,339.7,334.5,343.4,334.5,340.9,340.05,339.85,4175047,1418879416.7,24320,3522423,84.37,4,2018,379.4294706797223,0.0010303208713571266,Slight or No change
230,INFRATEL,EQ,17-Apr-2018,340.05,342.2,343.0,330.4,333.5,334.0,334.65,2797188,936078407.85,54325,1756008,62.78,4,2018,379.2921281297773,-0.01779150124981621,Slight or No change
231,INFRATEL,EQ,18-Apr-2018,334.0,335.0,338.0,334.5,336.0,336.05,335.99,2881187,968058827.2,18442,2474836,85.9,4,2018,379.15789058763454,0.006137724550898227,Slight or No change
232,INFRATEL,EQ,19-Apr-2018,336.05,337.0,338.6,334.4,335.35,335.95,336.1,2579826,867079396.25,39919,2091012,81.05,4,2018,379.0381218518313,-0.000297574765659947,Slight or No change
233,INFRATEL,EQ,20-Apr-2018,335.95,337.4,337.4,326.4,331.55,331.1,330.94,1307014,432539218.1,48330,809468,61.93,4,2018,378.9708951548657,-0.01443667212382782,Slight or No change
234,INFRATEL,EQ,23-Apr-2018,331.1,332.0,332.6,324.5,326.95,328.0,327.5,2475687,810783580.1,44644,1531985,61.88,4,2018,378.8358601291603,-0.009362730292962973,Slight or No change
235,INFRATEL,EQ,24-Apr-2018,328.0,327.0,334.6,315.65,331.4,329.0,325.75,4979271,1621985862.6,68237,2399240,48.18,4,2018,378.57172375068717,0.0030487804878047697,Slight or No change
236,INFRATEL,EQ,25-Apr-2018,329.0,338.0,338.95,322.3,323.5,325.45,327.08,4998560,1634908341.15,109702,2439348,48.8,4,2018,378.2905770712696,-0.010790273556231078,Slight or No change
237,INFRATEL,EQ,26-Apr-2018,325.45,326.5,327.0,310.5,317.3,316.1,315.13,6209388,1956763933.05,131468,3757338,60.51,4,2018,377.8843738736502,-0.028729451528652583,Slight or No change
238,INFRATEL,EQ,27-Apr-2018,316.1,316.15,324.65,313.35,322.6,320.25,319.44,4360743,1392994407.85,67375,3338375,76.56,4,2018,377.62121109502004,0.013128756722555979,Slight or No change
239,INFRATEL,EQ,30-Apr-2018,320.25,317.1,321.9,312.0,316.0,313.1,314.62,3440871,1082567712.4,49507,2518368,73.19,4,2018,377.389582917137,-0.022326307572209103,Slight or No change
240,INFRATEL,EQ,02-May-2018,313.1,314.95,318.4,312.35,313.85,313.8,315.11,5741657,1809261140.1,55110,4884253,85.07,5,2018,377.0109225405377,0.002235707441711865,Slight or No change
241,INFRATEL,EQ,03-May-2018,313.8,311.35,327.0,311.35,324.3,324.95,323.27,4395421,1420895764.65,64385,1937548,44.08,5,2018,376.7746769432584,0.03553218610579978,Slight or No change
242,INFRATEL,EQ,04-May-2018,324.95,321.7,325.0,318.65,323.0,322.45,321.94,2125043,684142841.75,54594,1468989,69.13,5,2018,376.65575431470336,-0.007693491306354772,Slight or No change
243,INFRATEL,EQ,07-May-2018,322.45,321.1,324.45,319.3,323.2,320.65,320.21,2621067,839301173.1,34468,2276748,86.86,5,2018,376.5049411178258,-0.005582260815630402,Slight or No change
244,INFRATEL,EQ,08-May-2018,320.65,323.0,324.5,319.6,321.0,321.0,320.74,7307907,2343958756.0,40319,6921955,94.72,5,2018,376.09131805382685,0.0010915328239513578,Slight or No change
245,INFRATEL,EQ,09-May-2018,321.0,323.9,328.2,322.15,324.9,324.85,325.52,2739153,891638002.3,19375,1910980,69.77,5,2018,375.9485913263344,0.011993769470405091,Slight or No change
